id,origin,destination,start_time,kind
0,0,0,1352,Human
1,1,1,326,Human
2,2,2,1478,Human
3,3,3,217,Human
4,4,4,1302,Human
5,5,5,1226,Human
6,6,4,420,Human
7,7,6,1142,Human
8,8,7,363,Human
9,9,8,267,Human
10,10,9,736,Human
11,11,10,536,Human
12,12,11,290,Human
13,13,12,514,Human
14,14,9,318,Human
15,15,13,1019,Human
16,16,14,118,Human
17,17,15,296,Human
18,18,16,1487,Human
19,19,9,44,Human
20,20,17,343,Human
21,21,18,583,Human
22,22,19,464,Human
23,23,20,1625,Human
24,24,21,507,Human
25,25,22,49,Human
26,26,23,152,Human
27,27,24,1005,Human
28,28,1,1056,Human
29,29,16,1226,Human
30,30,25,1662,Human
31,31,26,272,Human
32,18,4,415,Human
33,32,27,1142,Human
34,33,16,1705,Human
35,34,28,591,Human
36,35,29,1306,Human
37,36,30,0,Human
38,37,31,1096,Human
39,38,29,1122,Human
40,39,32,855,Human
41,40,23,1389,Human
42,2,33,560,Human
43,41,34,521,Human
44,42,35,476,Human
45,43,36,1076,Human
46,44,31,927,Human
47,45,37,1527,Human
48,46,38,906,Human
49,47,39,1266,Human
50,48,40,1384,Human
51,49,41,576,Human
52,50,42,1473,Human
53,51,43,779,Human
54,52,44,803,Human
55,53,45,379,Human
56,54,16,979,Human
57,55,46,1016,Human
58,56,47,138,Human
59,43,48,1018,Human
60,57,35,1618,Human
61,58,49,1639,Human
62,59,50,42,Human
63,60,51,659,Human
64,61,52,869,Human
65,62,53,480,Human
66,63,54,270,Human
67,15,55,552,Human
68,64,56,1152,Human
69,65,57,435,Human
70,66,58,1035,Human
71,67,20,270,Human
72,68,59,729,Human
73,69,60,168,Human
74,70,61,1573,Human
75,71,62,1393,Human
76,72,63,638,Human
77,73,64,1238,Human
78,74,65,1127,Human
79,68,66,471,Human
80,75,67,769,Human
81,76,68,1369,Human
82,77,69,59,Human
83,78,70,761,Human
84,79,71,100,Human
85,80,72,917,Human
86,81,73,1517,Human
87,82,74,1368,Human
88,83,0,1442,Human
89,84,75,1718,Human
90,85,76,1348,Human
91,42,23,1588,Human
92,86,77,1343,Human
93,87,78,1157,Human
94,88,71,287,Human
95,89,79,794,Human
96,62,80,421,Human
97,90,81,320,Human
98,91,82,1220,Human
99,92,0,1669,Human
100,93,83,417,Human
101,94,84,1017,Human
102,95,85,1202,Human
103,96,86,1375,Human
104,97,87,577,Human
105,98,78,948,Human
106,99,88,1765,Human
107,100,89,91,Human
108,101,90,691,Human
