person_id,trip_index,departure_time,arrival_time,preceding_purpose,following_purpose,ox,oy,dx,dy,abm_region,age,employed,sex,socioprofessional_class,has_driving_license,has_pt_subscription,trip_id,origin_abm_region,destination_abm_region,inner_trip
3525366,2,67104.0,68004.0,other,home,1.874986,48.91795756,1.8660176,48.91556623,16,23,True,female,5,False,True,2032389,16.0,16.0,True
3527376,3,65380.0,68920.0,leisure,home,1.868136,48.91698945,1.86761412,48.910254,16,43,True,male,6,True,False,2037405,16.0,16.0,True
3527376,1,59920.0,61720.0,home,shop,1.86761412,48.910254,1.8508262,48.90880237,16,43,True,male,6,True,False,2037406,16.0,16.0,True
3527376,2,62320.0,65320.0,shop,leisure,1.8508262,48.90880237,1.868136,48.91698945,16,43,True,male,6,True,False,2037407,16.0,16.0,True
3529911,7,68191.0,68491.0,home,other,1.85037097,48.90904002,1.86566439,48.91711015,16,6,False,male,8,False,False,2037428,16.0,16.0,True
3529911,8,68791.0,69391.0,other,home,1.86566439,48.91711015,1.85037097,48.90904002,16,6,False,male,8,False,False,2037429,16.0,16.0,True
3529911,3,59491.0,59791.0,home,other,1.85037097,48.90904002,1.86483016,48.91499747,16,6,False,male,8,False,False,2037430,16.0,16.0,True
3529911,4,60091.0,60391.0,other,home,1.86483016,48.91499747,1.85037097,48.90904002,16,6,False,male,8,False,False,2037431,16.0,16.0,True
3529911,5,62791.0,63091.0,home,other,1.85037097,48.90904002,1.86704495,48.91466022,16,6,False,male,8,False,False,2037432,16.0,16.0,True
3529911,6,63151.0,63451.0,other,home,1.86704495,48.91466022,1.85037097,48.90904002,16,6,False,male,8,False,False,2037433,16.0,16.0,True
3541824,3,63247.0,66787.0,leisure,home,1.868136,48.91698945,1.86872599,48.91426815,16,33,False,male,6,True,False,2037523,16.0,16.0,True
3541824,1,57787.0,59587.0,home,shop,1.86872599,48.91426815,1.85613444,48.91068691,16,33,False,male,6,True,False,2037524,16.0,16.0,True
3541824,2,60187.0,63187.0,shop,leisure,1.85613444,48.91068691,1.868136,48.91698945,16,33,False,male,6,True,False,2037525,16.0,16.0,True
3548730,2,69339.0,69639.0,home,shop,1.85974203,48.90754203,1.8515847,48.91575719,16,43,True,female,3,True,True,2037687,16.0,16.0,True
3548730,3,70239.0,70599.0,shop,home,1.8515847,48.91575719,1.85974203,48.90754203,16,43,True,female,3,True,True,2037688,16.0,16.0,True
3553517,0,30137.0,30437.0,home,other,1.8742256,48.91511048,1.86086277,48.90646112,16,24,False,female,3,True,False,2037721,16.0,16.0,True
3553213,4,66785.0,67325.0,home,shop,1.85611993,48.90450111,1.85047449,48.90951733,16,37,True,male,3,True,False,2045326,16.0,16.0,True
3553213,5,69725.0,70325.0,shop,home,1.85047449,48.90951733,1.85611993,48.90450111,16,37,True,male,3,True,False,2045327,16.0,16.0,True
3553213,2,64925.0,65225.0,home,shop,1.85611993,48.90450111,1.85498949,48.90955409,16,37,True,male,3,True,False,2045328,16.0,16.0,True
