person_id,trip_index,departure_time,arrival_time,preceding_purpose,following_purpose,ox,oy,dx,dy,abm_region,age,employed,sex,socioprofessional_class,has_driving_license,has_pt_subscription,trip_id,origin_abm_region,destination_abm_region,inner_trip
2381420,0,31284.0,32184.0,home,shop,3.07519593,48.80603148,3.08481493,48.82677018,12,53,True,male,2,True,False,12926,12.0,12.0,True
2391925,0,29819.0,30119.0,home,other,3.11128602,48.81213148,3.1039661,48.82572306,12,35,False,female,5,True,False,14654,12.0,12.0,True
2391925,6,67019.0,67319.0,other,home,3.08171011,48.81728106,3.11128602,48.81213148,12,35,False,female,5,True,False,14655,12.0,12.0,True
2391925,4,65519.0,65819.0,home,other,3.11128602,48.81213148,3.09036971,48.8083676,12,35,False,female,5,True,False,14656,12.0,12.0,True
2391925,1,30419.0,30719.0,other,other,3.1039661,48.82572306,3.0885009,48.82322633,12,35,False,female,5,True,False,14657,12.0,12.0,True
2391925,5,66119.0,66419.0,other,other,3.09036971,48.8083676,3.08171011,48.81728106,12,35,False,female,5,True,False,14658,12.0,12.0,True
2373669,5,64153.0,64453.0,other,other,3.10201921,48.8263148,3.10084265,48.81512509,12,42,True,female,5,True,False,16110,12.0,12.0,True
2373669,6,65053.0,65353.0,other,home,3.10084265,48.81512509,3.09481203,48.82215801,12,42,True,female,5,True,False,16111,12.0,12.0,True
2373669,0,27853.0,28153.0,home,other,3.09481203,48.82215801,3.08079445,48.82654174,12,42,True,female,5,True,False,16112,12.0,12.0,True
2373669,1,28453.0,28753.0,other,other,3.08079445,48.82654174,3.0956861,48.82724987,12,42,True,female,5,True,False,16113,12.0,12.0,True
2373669,4,63553.0,63853.0,home,other,3.09481203,48.82215801,3.10201921,48.8263148,12,42,True,female,5,True,False,16114,12.0,12.0,True
2382942,2,57343.0,57643.0,home,leisure,3.09843333,48.81996025,3.09366196,48.81813837,12,55,False,male,6,True,True,16121,12.0,12.0,True
2382942,3,61543.0,62143.0,leisure,home,3.09366196,48.81813837,3.09843333,48.81996025,12,55,False,male,6,True,True,16122,12.0,12.0,True
2396401,4,63171.0,63471.0,home,other,3.08394197,48.81553,3.08445805,48.80532938,12,44,True,female,2,True,False,16135,12.0,12.0,True
2388165,2,59162.0,59762.0,home,shop,3.08614488,48.82333572,3.08130859,48.8141925,12,60,False,female,5,True,True,17559,12.0,12.0,True
2388165,3,61862.0,62462.0,shop,home,3.08130859,48.8141925,3.08614488,48.82333572,12,60,False,female,5,True,True,17560,12.0,12.0,True
