person_id,trip_index,departure_time,arrival_time,preceding_purpose,following_purpose,ox,oy,dx,dy,abm_region,age,employed,sex,socioprofessional_class,has_driving_license,has_pt_subscription,trip_id,origin_abm_region,destination_abm_region,inner_trip
2377931,4,64657.0,64957.0,other,shop,3.12890067,48.93714026,3.13499911,48.93699866,14,44,True,female,3,True,False,99,14.0,14.0,True
2446375,3,66068.0,66188.0,home,leisure,3.13286599,48.947349,3.13218234,48.94813121,14,51,True,male,6,True,False,1510,14.0,14.0,True
2446375,4,72368.0,72488.0,leisure,home,3.13218234,48.94813121,3.13286599,48.947349,14,51,True,male,6,True,False,1511,14.0,14.0,True
2443334,0,31487.0,32087.0,home,education,3.11960007,48.96003401,3.13195051,48.94377343,14,7,False,male,8,False,False,2698,14.0,14.0,True
2443334,1,39587.0,40187.0,education,home,3.13195051,48.94377343,3.11960007,48.96003401,14,7,False,male,8,False,False,2699,14.0,14.0,True
2425012,6,64397.0,64697.0,other,home,3.12846178,48.93966611,3.12760184,48.95010514,14,40,True,female,5,True,False,5575,14.0,14.0,True
2425012,5,63497.0,63797.0,other,other,3.11715401,48.94936621,3.12846178,48.93966611,14,40,True,female,5,True,False,5576,14.0,14.0,True
2425012,4,62897.0,63197.0,home,other,3.12760184,48.95010514,3.11715401,48.94936621,14,40,True,female,5,True,False,5577,14.0,14.0,True
2430505,4,65699.0,65999.0,home,other,3.11553294,48.94991157,3.10860816,48.95620715,14,30,True,female,5,True,False,5595,14.0,14.0,True
2432136,0,28912.0,29212.0,home,other,3.13723599,48.94975397,3.13460902,48.94787546,14,35,True,male,4,True,True,5603,14.0,14.0,True
2438085,3,65185.0,65305.0,home,leisure,3.12153742,48.94326833,3.12197619,48.9436117,14,53,True,male,6,True,False,5616,14.0,14.0,True
2438085,4,71485.0,71605.0,leisure,home,3.12197619,48.9436117,3.12153742,48.94326833,14,53,True,male,6,True,False,5617,14.0,14.0,True
2443293,4,72625.0,73225.0,home,leisure,3.13399395,48.94739703,3.1374397,48.94319174,14,39,True,male,4,True,False,5646,14.0,14.0,True
2443293,5,73285.0,73825.0,leisure,home,3.1374397,48.94319174,3.13399395,48.94739703,14,39,True,male,4,True,False,5647,14.0,14.0,True
2449841,0,29614.0,29914.0,home,other,3.12884793,48.94902599,3.121058,48.9598652,14,44,True,female,5,True,False,5677,14.0,14.0,True
2449841,5,65914.0,66214.0,other,other,3.13359041,48.94634554,3.12706298,48.94200719,14,44,True,female,5,True,False,5678,14.0,14.0,True
2449841,6,66814.0,67114.0,other,home,3.12706298,48.94200719,3.12884793,48.94902599,14,44,True,female,5,True,False,5679,14.0,14.0,True
2449841,4,65314.0,65614.0,home,other,3.12884793,48.94902599,3.13359041,48.94634554,14,44,True,female,5,True,False,5680,14.0,14.0,True
