person_id,trip_index,departure_time,arrival_time,preceding_purpose,following_purpose,ox,oy,dx,dy,abm_region,age,employed,sex,socioprofessional_class,has_driving_license,has_pt_subscription,trip_id,origin_abm_region,destination_abm_region,inner_trip
3215799,0,29600.0,29900.0,home,other,3.29620332,48.5631972,3.29332014,48.56228217,11,55,True,female,5,False,True,51879,11.0,11.0,True
3215799,4,53600.0,54500.0,home,shop,3.29620332,48.5631972,3.28781002,48.56285245,11,55,True,female,5,False,True,51881,11.0,11.0,True
3215799,5,60500.0,61400.0,shop,home,3.28781002,48.56285245,3.29620332,48.5631972,11,55,True,female,5,False,True,51882,11.0,11.0,True
3175686,4,65149.0,65449.0,home,other,3.29636895,48.56066396,3.28185246,48.55751176,11,38,True,female,5,True,False,196988,11.0,11.0,True
3175686,6,66649.0,66949.0,other,home,3.29068436,48.55478535,3.29636895,48.56066396,11,38,True,female,5,True,False,196990,11.0,11.0,True
3175686,5,65749.0,66049.0,other,other,3.28185246,48.55751176,3.29068436,48.55478535,11,38,True,female,5,True,False,196991,11.0,11.0,True
2245316,1,46738.0,47338.0,education,leisure,3.29174976,48.56818708,3.29206311,48.56485294,11,3,False,male,8,False,False,315396,11.0,11.0,True
2245316,2,49138.0,49738.0,leisure,education,3.29206311,48.56485294,3.29174976,48.56818708,11,3,False,male,8,False,False,315397,11.0,11.0,True
2264383,2,43760.0,44060.0,work,leisure,3.30479756,48.5463232,3.30280081,48.54599438,11,33,True,male,4,True,False,315413,11.0,11.0,True
2264383,3,47960.0,48260.0,leisure,work,3.30280081,48.54599438,3.30479756,48.5463232,11,33,True,male,4,True,False,315414,11.0,11.0,True
2388027,1,44185.0,44485.0,work,leisure,3.30264108,48.56010034,3.30147188,48.55049557,11,30,True,male,4,True,False,315435,11.0,11.0,True
2388027,2,48685.0,49885.0,leisure,work,3.30147188,48.55049557,3.30264108,48.56010034,11,30,True,male,4,True,False,315436,11.0,11.0,True
2388027,3,57685.0,58585.0,work,shop,3.30264108,48.56010034,3.29508947,48.54537228,11,30,True,male,4,True,False,315437,11.0,11.0,True
2501306,2,64819.0,65419.0,work,other,3.28642198,48.55360477,3.29663122,48.55298343,11,41,False,male,4,True,False,315497,11.0,11.0,True
2569683,1,41911.0,43111.0,education,leisure,3.30094975,48.56575337,3.28769407,48.56271546,11,17,False,female,8,False,True,315534,11.0,11.0,True
2569683,2,47911.0,48511.0,leisure,education,3.28769407,48.56271546,3.30094975,48.56575337,11,17,False,female,8,False,True,315535,11.0,11.0,True
2570777,1,44374.0,47674.0,work,leisure,3.28930244,48.5550236,3.30280081,48.54599438,11,42,True,male,4,True,False,315560,11.0,11.0,True
2571506,1,43754.0,44954.0,education,leisure,3.29373042,48.56246107,3.30111009,48.55922059,11,18,False,female,8,False,True,315573,11.0,11.0,True
2571506,2,49754.0,50354.0,leisure,education,3.30111009,48.55922059,3.29373042,48.56246107,11,18,False,female,8,False,True,315574,11.0,11.0,True
2918063,1,45480.0,45780.0,work,leisure,3.305889,48.56018442,3.30212211,48.55926417,11,41,True,female,4,True,True,315708,11.0,11.0,True
2918063,2,48480.0,48780.0,leisure,work,3.30212211,48.55926417,3.305889,48.56018442,11,41,True,female,4,True,True,315709,11.0,11.0,True
2918630,1,42614.0,43214.0,work,shop,3.30666445,48.55786894,3.296981,48.56067098,11,33,True,female,3,True,False,315731,11.0,11.0,True
2918630,2,46814.0,47714.0,shop,work,3.296981,48.56067098,3.30666445,48.55786894,11,33,True,female,3,True,False,315732,11.0,11.0,True
2928711,1,43037.0,43937.0,work,leisure,3.30230493,48.56055952,3.29339982,48.54141216,11,56,True,male,4,True,False,315781,11.0,11.0,True
2928711,2,47537.0,48437.0,leisure,work,3.29339982,48.54141216,3.30230493,48.56055952,11,56,True,male,4,True,False,315782,11.0,11.0,True
2928732,1,42957.0,44157.0,education,leisure,3.30094975,48.56575337,3.29517356,48.55977862,11,28,False,female,8,False,True,315789,11.0,11.0,True
2928732,2,48957.0,49557.0,leisure,education,3.29517356,48.55977862,3.30094975,48.56575337,11,28,False,female,8,False,True,315790,11.0,11.0,True
3162494,3,65588.0,66188.0,other,home,3.30550874,48.56499693,3.29942103,48.56740119,11,41,False,female,4,True,False,315861,11.0,11.0,True
3162494,0,26588.0,27188.0,home,other,3.29942103,48.56740119,3.2948252,48.56795552,11,41,False,female,4,True,False,315862,11.0,11.0,True
3163745,0,40379.0,41279.0,home,shop,3.29580602,48.55973001,3.29847197,48.55390915,11,78,False,female,7,False,False,315867,11.0,11.0,True
3163745,1,41579.0,43079.0,shop,home,3.29847197,48.55390915,3.29580602,48.55973001,11,78,False,female,7,False,False,315868,11.0,11.0,True
