person_id,trip_index,departure_time,arrival_time,preceding_purpose,following_purpose,ox,oy,dx,dy,abm_region,age,employed,sex,socioprofessional_class,has_driving_license,has_pt_subscription,trip_id,origin_abm_region,destination_abm_region,inner_trip
2982257,4,62880.0,63480.0,shop,home,2.73565655,48.17361376,2.73489203,48.18884523,5,46,False,male,6,True,False,527176,5.0,5.0,True
2394185,1,36225.0,36525.0,leisure,shop,2.75201536,48.18650878,2.75399003,48.18890216,5,65,False,male,7,True,False,533820,5.0,5.0,True
2998001,2,64903.0,67603.0,home,leisure,2.77417375,48.18740485,2.75201536,48.18650878,5,19,False,female,8,False,True,534271,5.0,5.0,True
2998001,3,67603.0,70303.0,leisure,home,2.75201536,48.18650878,2.77417375,48.18740485,5,19,False,female,8,False,True,534272,5.0,5.0,True
3002369,2,67769.0,70469.0,home,leisure,2.75034265,48.18687981,2.72884254,48.19069466,5,20,False,female,8,False,True,534295,5.0,5.0,True
3002369,3,70469.0,73169.0,leisure,home,2.72884254,48.19069466,2.75034265,48.18687981,5,20,False,female,8,False,True,534296,5.0,5.0,True
3017660,2,66573.0,69273.0,home,leisure,2.73878101,48.18463996,2.75201536,48.18650878,5,20,False,female,8,False,True,535552,5.0,5.0,True
3017660,3,69273.0,71973.0,leisure,home,2.75201536,48.18650878,2.73878101,48.18463996,5,20,False,female,8,False,True,535553,5.0,5.0,True
3000387,2,64945.0,65005.0,other,home,2.7469079,48.17468913,2.74964251,48.17769202,5,41,True,male,4,True,True,990540,5.0,5.0,True
3030535,6,66646.0,66946.0,other,home,2.74098019,48.18532308,2.73317349,48.1833287,5,43,True,female,5,True,False,990573,5.0,5.0,True
3030535,5,65746.0,66046.0,other,other,2.73781462,48.17245053,2.74098019,48.18532308,5,43,True,female,5,True,False,990574,5.0,5.0,True
3030535,4,65146.0,65446.0,home,other,2.73317349,48.1833287,2.73781462,48.17245053,5,43,True,female,5,True,False,990575,5.0,5.0,True
