person_id,trip_index,departure_time,arrival_time,preceding_purpose,following_purpose,ox,oy,dx,dy,abm_region,age,employed,sex,socioprofessional_class,has_driving_license,has_pt_subscription,trip_id,origin_abm_region,destination_abm_region,inner_trip
2704292,1,43452.0,46752.0,work,leisure,2.7560463,48.73851907,2.73558004,48.74043011,22,39,True,male,4,True,False,143263,22.0,22.0,True
2672741,1,44560.0,47860.0,work,leisure,2.72826015,48.74566249,2.74340968,48.73581519,22,38,True,male,4,True,False,151404,22.0,22.0,True
3397611,1,44873.0,45473.0,work,shop,2.7486899,48.74385309,2.74125758,48.73892415,22,26,True,male,2,True,True,197618,22.0,22.0,True
3397611,2,47273.0,47873.0,shop,work,2.74125758,48.73892415,2.7486899,48.74385309,22,26,True,male,2,True,True,197619,22.0,22.0,True
3035357,0,37600.0,38200.0,home,leisure,2.75925578,48.7458408,2.72589429,48.74571509,22,9,False,female,8,False,False,200590,22.0,22.0,True
3035357,1,43000.0,43600.0,leisure,home,2.72589429,48.74571509,2.75925578,48.7458408,22,9,False,female,8,False,False,200591,22.0,22.0,True
3078190,2,67695.0,70395.0,home,leisure,2.73225976,48.73673045,2.74992942,48.73955262,22,18,False,female,8,False,True,200696,22.0,22.0,True
3078190,3,70395.0,73095.0,leisure,home,2.74992942,48.73955262,2.73225976,48.73673045,22,18,False,female,8,False,True,200697,22.0,22.0,True
3088120,2,66253.0,68953.0,home,leisure,2.72419386,48.73831858,2.77123131,48.74630893,22,18,False,female,8,False,True,200733,22.0,22.0,True
3088120,3,68953.0,71653.0,leisure,home,2.77123131,48.74630893,2.72419386,48.73831858,22,18,False,female,8,False,True,200734,22.0,22.0,True
3094718,2,68342.0,71042.0,home,leisure,2.72739842,48.74084443,2.76845996,48.73708961,22,16,False,female,8,False,True,200747,22.0,22.0,True
3094718,3,71042.0,73742.0,leisure,home,2.76845996,48.73708961,2.72739842,48.74084443,22,16,False,female,8,False,True,200748,22.0,22.0,True
2683031,1,45429.0,45729.0,work,leisure,2.75914413,48.74213688,2.76008141,48.74363881,22,41,True,female,4,True,True,214005,22.0,22.0,True
2683031,2,48429.0,48729.0,leisure,work,2.76008141,48.74363881,2.75914413,48.74213688,22,41,True,female,4,True,True,214006,22.0,22.0,True
2716617,2,67886.0,68186.0,leisure,shop,2.77335992,48.74664182,2.7790204,48.74138663,22,28,True,female,5,True,False,255106,22.0,22.0,True
3078726,2,65196.0,67896.0,home,leisure,2.77179699,48.73674302,2.76132888,48.74402806,22,18,False,female,8,False,True,255195,22.0,22.0,True
3078726,3,67896.0,70596.0,leisure,home,2.76132888,48.74402806,2.77179699,48.73674302,22,18,False,female,8,False,True,255196,22.0,22.0,True
3069303,5,70146.0,72786.0,shop,home,2.81439545,48.73602761,2.73943398,48.73959502,22,50,True,female,4,True,False,255742,22.0,22.0,True
3080241,2,64850.0,67550.0,home,leisure,2.75398026,48.7458443,2.72491341,48.73754154,22,24,False,female,8,False,True,255780,22.0,22.0,True
3080241,3,67550.0,70250.0,leisure,home,2.72491341,48.73754154,2.75398026,48.7458443,22,24,False,female,8,False,True,255781,22.0,22.0,True
3094440,2,52976.0,54476.0,home,shop,2.73041206,48.74187201,2.7381112,48.73049591,22,47,True,male,2,True,False,255812,22.0,22.0,True
3094440,3,55676.0,57476.0,shop,home,2.7381112,48.73049591,2.73041206,48.74187201,22,47,True,male,2,True,False,255813,22.0,22.0,True
