id,origin,destination,start_time,kind
0,0,0,510,Human
1,1,1,2910,Human
2,2,2,1747,Human
3,3,3,911,Human
4,4,0,445,Human
5,5,4,780,Human
6,6,5,501,Human
7,7,6,60,Human
8,8,7,1860,Human
9,9,8,2775,Human
10,10,9,915,Human
11,11,10,1875,Human
12,12,11,2488,Human
13,13,11,9,Human
14,14,12,1809,Human
15,15,13,903,Human
16,16,14,1803,Human
17,17,15,605,Human
18,14,8,147,Human
19,18,11,1047,Human
20,19,4,2506,Human
21,14,16,837,Human
22,20,17,3397,Human
23,21,18,1810,Human
24,22,19,2530,Human
25,23,5,614,Human
26,24,20,692,Human
27,25,21,3325,Human
28,26,22,2584,Human
29,4,23,706,Human
30,27,24,3106,Human
31,28,4,1896,Human
32,19,25,1236,Human
33,29,0,3232,Human
34,30,26,1166,Human
35,19,27,173,Human
36,31,28,1071,Human
37,32,9,2953,Human
38,33,29,2632,Human
39,34,30,3258,Human
40,35,31,2443,Human
41,36,32,445,Human
42,28,33,314,Human
43,37,4,2636,Human
44,38,34,990,Human
45,39,4,1042,Human
46,36,35,3442,Human
47,40,29,442,Human
48,41,36,257,Human
49,42,0,2790,Human
50,27,4,85,Human
51,28,37,480,Human
52,43,38,3236,Human
53,10,0,1813,Human
54,44,5,172,Human
55,45,39,3298,Human
56,46,40,234,Human
57,42,33,2051,Human
58,47,41,1077,Human
59,48,42,2877,Human
60,49,9,2752,Human
61,50,0,1505,Human
62,1,43,3305,Human
63,51,2,2020,Human
64,52,44,723,Human
65,30,39,1881,Human
66,30,40,11,Human
67,53,2,2247,Human
68,4,45,919,Human
69,54,39,2238,Human
70,19,46,1382,Human
71,55,32,3353,Human
72,56,47,2928,Human
73,57,0,811,Human
74,58,26,585,Human
75,59,48,1630,Human
76,60,4,1179,Human
77,36,49,2979,Human
78,36,50,2887,Human
79,61,4,1987,Human
80,62,33,2211,Human
81,60,0,1194,Human
82,1,49,2694,Human
83,30,33,3025,Human
84,63,33,40,Human
85,19,4,2003,Human
86,64,33,69,Human
87,32,33,1579,Human
88,65,4,2542,Human
89,66,51,388,Human
90,67,52,1246,Human
91,68,53,3046,Human
92,69,40,308,Human
93,70,54,624,Human
94,58,4,455,Human
95,58,55,254,Human
96,71,56,2954,Human
97,72,0,2167,Human
98,72,0,2961,Human
99,73,17,794,Human
100,74,57,1454,Human
101,75,45,691,Human
102,5,2,984,Human
103,76,58,2784,Human
104,19,59,1415,Human
105,77,38,1594,Human
106,78,52,2008,Human
107,68,60,3508,Human
108,27,61,1303,Human
109,79,62,2696,Human
110,51,32,2689,Human
111,49,33,2019,Human
112,62,63,3205,Human
113,80,33,3240,Human
114,81,0,3319,Human
115,82,64,1952,Human
116,83,65,2852,Human
117,56,66,3399,Human
118,8,67,3592,Human
119,84,6,2932,Human
120,2,5,2381,Human
121,29,68,3255,Human
122,85,25,3519,Human
123,86,66,2106,Human
124,81,69,887,Human
125,78,5,1989,Human
126,87,0,3183,Human
127,88,70,2940,Human
128,58,71,1792,Human
129,20,52,612,Human
130,38,72,3112,Human
131,48,56,2466,Human
132,43,72,2833,Human
133,66,66,3493,Human
134,89,0,2967,Human
135,18,73,674,Human
136,78,0,3394,Human
137,90,17,1851,Human
138,63,14,470,Human
139,91,63,1759,Human
140,92,74,2596,Human
141,93,39,2001,Human
142,42,36,953,Human
143,56,6,2425,Human
144,94,75,521,Human
145,12,42,3199,Human
146,95,0,1455,Human
147,96,4,1783,Human
148,97,33,696,Human
149,98,13,1560,Human
150,99,8,2369,Human
151,29,76,2996,Human
152,1,77,3307,Human
153,100,39,2551,Human
154,101,33,1927,Human
