id,origin,destination,start_time,kind
0,0,0,725,Human
1,1,1,65,Human
2,2,2,587,Human
3,3,1,535,Human
4,4,3,1755,Human
5,5,4,501,Human
6,6,5,1101,Human
7,7,6,203,Human
8,8,7,700,Human
9,9,8,277,Human
10,10,9,1112,Human
11,11,10,966,Human
12,12,11,674,Human
13,13,12,1201,Human
14,14,4,978,Human
15,15,13,360,Human
16,16,14,681,Human
17,17,15,1341,Human
18,18,16,755,Human
19,19,17,1480,Human
20,20,18,259,Human
21,21,19,289,Human
22,12,20,590,Human
23,22,21,893,Human
24,23,22,1493,Human
25,24,9,441,Human
26,25,23,774,Human
27,26,24,1584,Human
28,27,25,1676,Human
29,28,26,856,Human
30,29,12,224,Human
31,30,27,1707,Human
32,18,0,1142,Human
33,31,28,135,Human
34,32,29,1022,Human
35,33,30,1256,Human
36,34,12,1071,Human
37,35,16,404,Human
38,36,18,783,Human
39,8,31,1288,Human
40,37,32,1699,Human
41,38,33,1660,Human
42,39,34,612,Human
43,40,15,1421,Human
44,41,35,280,Human
45,42,0,1199,Human
46,43,9,599,Human
47,44,28,45,Human
48,45,36,1539,Human
49,46,37,1776,Human
50,47,9,1086,Human
51,48,38,1140,Human
52,49,39,364,Human
53,50,40,1141,Human
54,51,30,541,Human
55,52,41,642,Human
56,53,4,571,Human
57,54,42,576,Human
58,20,43,752,Human
59,55,22,702,Human
60,56,44,1514,Human
61,57,45,588,Human
62,33,18,1776,Human
63,58,46,189,Human
64,59,47,1145,Human
65,56,48,1337,Human
66,60,49,1673,Human
67,61,50,1148,Human
68,62,26,1016,Human
69,63,9,158,Human
70,42,51,1658,Human
71,64,52,1379,Human
72,65,30,1229,Human
73,66,53,809,Human
74,67,54,1528,Human
75,68,38,706,Human
76,69,55,903,Human
77,6,56,615,Human
78,56,40,1147,Human
79,70,1,1075,Human
80,12,57,745,Human
81,71,58,460,Human
82,72,59,1120,Human
83,73,60,178,Human
84,13,61,691,Human
85,74,20,1087,Human
86,67,62,388,Human
87,75,63,988,Human
88,76,64,1581,Human
89,54,65,1643,Human
90,77,12,950,Human
91,45,66,1633,Human
92,78,67,772,Human
93,79,68,539,Human
94,80,69,331,Human
95,22,70,1780,Human
96,81,44,4,Human
97,82,61,1511,Human
98,83,64,1077,Human
99,84,71,1598,Human
100,85,12,204,Human
101,86,72,960,Human
102,76,73,1485,Human
103,87,74,1712,Human
104,88,22,212,Human
105,89,75,185,Human
106,43,76,669,Human
107,90,77,378,Human
108,91,78,1123,Human
109,92,40,866,Human
110,32,79,1389,Human
111,93,80,1374,Human
112,94,81,489,Human
113,31,82,189,Human
114,95,83,1363,Human
115,15,84,1435,Human
116,93,37,481,Human
117,96,61,700,Human
118,97,49,1010,Human
119,98,85,2,Human
120,99,86,122,Human
121,100,87,22,Human
122,101,45,551,Human
123,102,88,1452,Human
124,103,89,597,Human
125,104,38,1461,Human
126,105,4,1266,Human
127,95,90,910,Human
128,106,91,374,Human
129,42,70,373,Human
130,107,77,1375,Human
131,6,92,298,Human
132,108,78,1780,Human
133,109,45,1697,Human
134,22,40,1082,Human
135,110,69,482,Human
136,111,93,204,Human
137,112,94,671,Human
138,113,95,363,Human
139,91,81,336,Human
140,114,65,21,Human
141,24,96,1207,Human
142,24,97,1042,Human
143,115,40,117,Human
144,116,98,1055,Human
145,8,99,1262,Human
146,117,100,1068,Human
147,118,101,1102,Human
148,119,102,1702,Human
149,64,4,580,Human
150,120,103,308,Human
151,121,104,608,Human
152,122,105,406,Human
153,123,3,632,Human
154,16,40,1331,Human
155,32,106,1658,Human
156,43,2,187,Human
157,124,107,593,Human
158,125,108,1193,Human
159,126,12,180,Human
160,127,40,1501,Human
161,128,61,81,Human
162,76,109,1347,Human
163,129,41,288,Human
164,130,40,722,Human
165,131,71,1620,Human
166,116,63,219,Human
167,12,40,849,Human
168,132,15,1689,Human
169,133,45,1299,Human
170,134,38,1292,Human
171,135,110,25,Human
172,136,104,325,Human
173,137,38,873,Human
174,138,111,1085,Human
175,16,2,1771,Human
176,43,38,1152,Human
177,139,112,758,Human
178,140,61,1788,Human
179,141,23,155,Human
180,142,113,926,Human
181,143,45,1326,Human
182,144,114,1414,Human
183,77,115,244,Human
184,67,73,1015,Human
185,145,1,1274,Human
186,146,113,362,Human
187,108,116,773,Human
188,39,117,493,Human
189,147,118,1393,Human
190,42,66,1012,Human
191,148,9,1504,Human
192,149,119,1496,Human
193,150,120,1027,Human
194,146,113,1671,Human
195,151,121,626,Human
196,111,105,43,Human
197,69,122,543,Human
198,4,90,898,Human
199,152,45,1448,Human
200,46,123,288,Human
201,153,124,865,Human
202,154,53,1631,Human
203,155,114,701,Human
204,156,101,1232,Human
205,157,23,1174,Human
206,158,85,878,Human
207,25,49,1446,Human
208,33,77,846,Human
209,159,20,236,Human
210,160,77,749,Human
211,143,24,1311,Human
212,18,120,1066,Human
213,18,122,543,Human
214,42,125,903,Human
215,10,126,1086,Human
216,161,63,920,Human
217,146,12,1267,Human
218,162,127,766,Human
219,163,63,1489,Human
220,8,128,1711,Human
221,164,129,911,Human
222,161,130,345,Human
223,165,131,360,Human
224,166,26,60,Human
225,167,23,826,Human
226,168,23,1026,Human
227,169,69,12,Human
228,22,132,1528,Human
229,39,133,1205,Human
230,12,134,1410,Human
231,10,83,1710,Human
232,170,47,827,Human
233,136,38,247,Human
234,171,18,353,Human
235,172,135,117,Human
236,173,63,1668,Human
237,91,85,149,Human
238,59,85,1716,Human
239,168,136,865,Human
240,174,115,1225,Human
241,175,133,1562,Human
242,176,23,827,Human
243,23,77,279,Human
244,162,137,491,Human
245,177,138,779,Human
246,178,139,1679,Human
247,179,140,131,Human
248,56,105,109,Human
249,180,141,813,Human
250,2,23,1045,Human
251,61,142,154,Human
252,181,137,1042,Human
253,182,85,628,Human
254,183,136,55,Human
255,184,23,1210,Human
256,46,5,95,Human
257,59,143,1557,Human
258,54,126,1772,Human
259,185,95,1465,Human
260,185,144,124,Human
261,111,145,1168,Human
262,165,26,1329,Human
263,43,47,1354,Human
264,186,26,1318,Human
265,16,126,1032,Human
266,73,126,107,Human
267,187,146,1774,Human
268,123,23,469,Human
269,15,95,392,Human
270,188,26,905,Human
271,22,147,1177,Human
272,189,74,968,Human
273,123,136,751,Human
274,190,26,1353,Human
275,165,148,888,Human
276,16,54,1203,Human
277,25,26,843,Human
278,83,149,1592,Human
279,108,131,916,Human
280,191,150,1767,Human
281,108,144,736,Human
282,96,151,1416,Human
283,83,152,1174,Human
284,8,26,436,Human
285,146,47,1719,Human
286,123,126,196,Human
287,192,133,314,Human
288,193,153,63,Human
289,188,74,1536,Human
290,135,135,1384,Human
291,56,63,546,Human
292,0,154,204,Human
293,78,44,1340,Human
294,129,127,1694,Human
295,108,155,338,Human
296,166,6,1796,Human
297,190,156,1347,Human
298,63,157,594,Human
299,97,12,552,Human
300,2,158,482,Human
301,59,45,1470,Human
302,41,63,1173,Human
303,189,122,263,Human
304,106,95,1303,Human
305,194,159,1374,Human
306,56,133,1534,Human
307,195,144,801,Human
308,196,144,1707,Human
309,197,6,359,Human
310,198,160,1598,Human
311,199,54,1297,Human
312,52,15,1641,Human
313,97,18,1176,Human
314,12,161,1776,Human
315,174,127,383,Human
316,0,153,1358,Human
317,200,88,1723,Human
318,127,162,251,Human
319,201,152,1617,Human
320,194,163,1175,Human
321,202,152,1301,Human
322,203,116,13,Human
323,12,164,422,Human
324,204,83,1798,Human
325,205,165,1305,Human
326,181,69,1462,Human
327,206,166,290,Human
328,207,167,1411,Human
329,208,160,995,Human
330,66,22,796,Human
331,113,168,1496,Human
332,209,169,1119,Human
333,12,170,479,Human
334,210,171,945,Human
335,211,18,67,Human
336,212,69,333,Human
337,113,172,403,Human
338,44,4,330,Human
339,213,18,360,Human
340,214,49,1509,Human
341,215,18,1602,Human
342,171,173,219,Human
343,22,111,1607,Human
344,190,12,894,Human
345,216,69,675,Human
346,188,174,751,Human
347,217,18,1043,Human
348,218,171,365,Human
349,219,126,1701,Human
350,210,144,961,Human
351,216,175,27,Human
352,30,176,627,Human
353,79,143,423,Human
354,134,177,123,Human
355,154,178,548,Human
356,32,179,1623,Human
357,220,105,169,Human
358,221,180,116,Human
359,7,181,38,Human
360,222,9,1632,Human
361,223,182,1680,Human
362,176,1,1669,Human
363,60,140,403,Human
364,149,120,270,Human
365,224,30,483,Human
366,50,169,1083,Human
367,225,26,108,Human
368,226,2,442,Human
369,227,120,1017,Human
370,228,137,1566,Human
371,229,183,1513,Human
372,230,120,646,Human
373,16,49,1378,Human
374,210,184,116,Human
375,137,113,627,Human
376,152,112,1686,Human
377,81,68,4,Human
378,231,185,123,Human
379,225,168,1149,Human
380,205,105,641,Human
381,196,186,1695,Human
382,232,111,168,Human
383,49,187,619,Human
384,233,188,1008,Human
385,234,189,403,Human
386,205,113,780,Human
387,50,190,198,Human
388,149,191,159,Human
389,31,77,358,Human
390,235,192,873,Human
391,236,44,221,Human
392,37,20,635,Human
393,216,193,729,Human
394,50,9,132,Human
395,31,191,1398,Human
396,31,191,1471,Human
397,97,143,468,Human
