id,origin,destination,start_time,kind
0,0,0,1498,Human
1,1,1,258,Human
2,2,2,1038,Human
3,3,3,338,Human
4,4,4,921,Human
5,5,5,853,Human
6,6,6,173,Human
7,7,7,63,Human
8,8,8,346,Human
9,9,9,125,Human
10,10,10,1625,Human
11,11,9,1238,Human
12,12,11,1781,Human
13,13,12,1332,Human
14,14,13,903,Human
15,15,9,632,Human
16,16,14,1305,Human
17,17,15,595,Human
18,18,16,1283,Human
19,19,17,844,Human
20,20,18,1444,Human
21,21,19,1252,Human
22,22,20,3,Human
23,23,21,603,Human
24,24,22,1408,Human
25,25,23,669,Human
26,26,24,1629,Human
27,27,25,1492,Human
28,28,26,594,Human
29,29,27,667,Human
30,30,28,1483,Human
31,31,29,1348,Human
32,32,3,705,Human
33,33,30,559,Human
34,34,31,1649,Human
35,35,32,917,Human
36,36,33,1149,Human
37,37,34,1230,Human
38,38,35,1156,Human
39,39,36,1125,Human
40,40,37,1785,Human
41,41,38,514,Human
42,42,39,1557,Human
43,43,40,1606,Human
44,44,41,800,Human
45,45,42,741,Human
46,2,43,1534,Human
47,46,44,988,Human
48,47,23,1295,Human
49,48,45,1323,Human
50,49,46,891,Human
51,50,47,932,Human
52,51,42,1785,Human
53,52,48,1465,Human
54,53,49,948,Human
55,54,50,384,Human
56,55,51,1660,Human
57,56,52,1255,Human
58,57,53,28,Human
59,58,54,183,Human
60,59,55,1317,Human
61,60,56,107,Human
62,61,57,1695,Human
63,62,58,164,Human
64,63,59,644,Human
65,64,60,453,Human
66,65,61,1116,Human
67,66,62,83,Human
68,67,13,424,Human
69,68,63,1011,Human
70,69,64,1611,Human
71,70,43,907,Human
72,71,65,200,Human
73,39,66,877,Human
74,72,67,1316,Human
75,73,68,774,Human
76,74,69,728,Human
77,75,70,600,Human
78,76,67,484,Human
79,77,71,1242,Human
80,78,72,1121,Human
81,79,73,1721,Human
82,80,74,501,Human
83,81,75,1101,Human
84,82,39,1390,Human
85,83,76,833,Human
86,84,45,1046,Human
87,85,77,1106,Human
88,86,78,480,Human
89,87,79,141,Human
90,88,80,223,Human
91,89,81,1433,Human
92,90,39,92,Human
93,81,82,515,Human
94,91,63,546,Human
95,92,83,1187,Human
