id,origin,destination,start_time,kind
0,0,0,399,Human
1,1,1,1148,Human
2,2,2,72,Human
3,3,3,417,Human
4,4,4,171,Human
5,5,5,479,Human
6,6,6,816,Human
7,7,7,740,Human
8,8,8,1643,Human
9,9,9,892,Human
10,10,10,311,Human
11,11,11,1520,Human
12,12,12,746,Human
13,13,13,871,Human
14,14,14,1572,Human
15,15,15,264,Human
16,16,16,321,Human
17,17,17,123,Human
18,18,18,114,Human
19,19,19,827,Human
20,20,20,643,Human
21,21,21,494,Human
22,22,22,1085,Human
23,23,23,803,Human
24,24,24,208,Human
25,25,25,959,Human
26,26,20,1059,Human
27,27,26,991,Human
28,28,27,793,Human
29,29,28,1137,Human
30,30,29,1121,Human
31,31,30,620,Human
32,32,31,1718,Human
33,33,32,274,Human
34,34,33,26,Human
35,35,30,520,Human
36,36,34,1731,Human
37,37,35,355,Human
38,38,36,1215,Human
39,39,37,158,Human
40,40,38,1284,Human
41,37,39,335,Human
42,41,14,820,Human
43,42,40,649,Human
44,43,41,1039,Human
45,44,42,1639,Human
46,45,43,18,Human
47,46,44,1518,Human
48,47,45,1262,Human
49,48,46,1391,Human
50,49,47,550,Human
51,50,48,1599,Human
52,51,49,804,Human
53,52,50,926,Human
54,53,51,1334,Human
55,20,52,1577,Human
56,42,53,796,Human
57,54,54,771,Human
58,55,55,1349,Human
59,56,56,640,Human
60,57,57,997,Human
61,8,58,15,Human
62,58,59,507,Human
63,59,60,1591,Human
64,60,61,69,Human
65,61,27,1428,Human
66,62,62,1587,Human
67,63,62,469,Human
68,64,63,1641,Human
69,27,64,844,Human
70,60,62,1768,Human
71,65,65,213,Human
72,66,40,1153,Human
73,67,66,1515,Human
74,68,67,1776,Human
75,69,68,1565,Human
76,70,69,1589,Human
77,70,70,275,Human
78,71,71,540,Human
79,72,72,1001,Human
80,73,73,669,Human
81,74,74,539,Human
82,75,75,1012,Human
83,76,76,73,Human
84,77,77,1419,Human
85,78,78,905,Human
86,79,79,901,Human
87,80,80,1306,Human
88,81,81,828,Human
89,82,82,1428,Human
90,83,83,1633,Human
91,84,84,244,Human
92,85,85,58,Human
93,86,86,1351,Human
94,87,87,474,Human
95,88,82,1302,Human
96,89,88,789,Human
97,90,89,921,Human
98,27,90,406,Human
99,37,91,1277,Human
100,91,92,611,Human
101,92,93,972,Human
102,29,94,1252,Human
103,45,95,1581,Human
104,93,96,416,Human
105,94,97,615,Human
106,95,98,1575,Human
107,96,99,2,Human
108,89,100,409,Human
109,97,101,713,Human
110,98,102,1485,Human
111,99,103,165,Human
112,100,104,1459,Human
113,101,105,1627,Human
114,102,106,427,Human
115,103,107,337,Human
116,104,108,16,Human
117,105,109,215,Human
118,106,11,419,Human
119,107,110,1724,Human
120,108,91,581,Human
121,10,111,1478,Human
122,109,112,15,Human
123,110,34,1588,Human
124,111,72,1236,Human
125,112,113,1677,Human
126,113,114,985,Human
127,114,115,1104,Human
128,115,116,337,Human
129,116,16,815,Human
130,117,117,1632,Human
131,118,6,495,Human
132,119,118,673,Human
133,120,119,860,Human
134,121,120,930,Human
135,122,121,549,Human
136,123,122,804,Human
137,60,123,1445,Human
138,124,11,545,Human
139,125,124,928,Human
140,126,91,57,Human
141,124,125,957,Human
142,127,126,302,Human
143,124,127,824,Human
144,128,126,840,Human
145,129,128,58,Human
146,9,129,1202,Human
147,130,121,1751,Human
148,131,130,766,Human
149,132,131,1000,Human
150,133,132,45,Human
151,134,28,1517,Human
152,135,133,122,Human
153,136,134,359,Human
154,137,135,109,Human
155,9,28,298,Human
156,138,136,188,Human
157,139,137,290,Human
158,140,138,1289,Human
159,141,129,1176,Human
160,142,139,114,Human
161,143,140,1465,Human
162,123,141,1442,Human
163,144,142,1333,Human
164,114,143,1264,Human
165,145,144,185,Human
166,145,145,74,Human
167,146,146,1044,Human
168,147,147,1230,Human
169,148,148,1013,Human
170,10,149,458,Human
171,149,150,166,Human
172,150,151,519,Human
173,104,152,1527,Human
174,151,153,343,Human
175,81,91,1093,Human
176,152,154,58,Human
177,153,155,572,Human
178,154,156,556,Human
179,81,157,700,Human
180,155,158,641,Human
181,156,159,1541,Human
182,157,62,1043,Human
183,81,160,850,Human
184,158,161,382,Human
185,159,162,1066,Human
186,160,163,59,Human
187,161,164,41,Human
188,20,127,359,Human
189,162,165,208,Human
190,163,94,1118,Human
191,153,166,949,Human
192,164,124,556,Human
193,131,167,889,Human
194,165,168,168,Human
195,166,169,588,Human
196,167,170,85,Human
197,168,171,1225,Human
198,10,172,305,Human
199,169,173,281,Human
200,140,123,638,Human
201,60,139,952,Human
202,60,139,365,Human
203,170,174,1381,Human
204,170,175,346,Human
205,171,15,111,Human
206,172,176,708,Human
207,59,177,1102,Human
208,173,178,1702,Human
209,165,157,1728,Human
210,81,179,961,Human
211,174,180,1159,Human
212,175,128,98,Human
213,176,95,330,Human
214,177,181,464,Human
215,178,182,119,Human
216,179,183,795,Human
217,60,184,839,Human
218,180,185,892,Human
219,90,62,1230,Human
220,181,29,1787,Human
221,182,169,1496,Human
222,20,186,558,Human
223,183,63,1174,Human
224,165,187,1448,Human
225,184,188,969,Human
226,61,62,1519,Human
227,90,189,884,Human
228,146,190,1318,Human
229,90,114,582,Human
230,84,191,146,Human
231,185,192,1795,Human
232,186,62,1469,Human
233,187,181,822,Human
234,188,62,1245,Human
235,189,183,585,Human
236,190,192,206,Human
237,191,138,987,Human
238,192,129,21,Human
239,193,114,1392,Human
240,194,193,540,Human
241,31,194,1351,Human
242,195,195,940,Human
243,167,196,1568,Human
244,196,153,189,Human
245,70,82,20,Human
246,197,169,1408,Human
247,198,28,1141,Human
248,199,11,1128,Human
249,200,192,1283,Human
250,201,165,864,Human
251,202,197,123,Human
252,203,198,711,Human
253,204,101,806,Human
254,205,115,206,Human
255,206,199,1378,Human
256,207,200,616,Human
257,208,201,76,Human
258,209,202,695,Human
259,190,169,714,Human
260,205,203,793,Human
261,210,204,433,Human
262,211,205,556,Human
263,212,206,470,Human
264,213,128,2,Human
265,214,207,1229,Human
266,215,87,1069,Human
267,45,119,854,Human
268,216,68,244,Human
269,140,208,1628,Human
270,217,186,1501,Human
271,218,209,1080,Human
272,219,209,204,Human
273,220,77,966,Human
274,221,210,1215,Human
275,20,211,665,Human
276,155,212,1013,Human
277,222,213,1674,Human
278,217,72,800,Human
279,20,52,713,Human
280,223,214,149,Human
281,224,215,1767,Human
282,13,216,339,Human
283,225,192,1147,Human
284,226,128,563,Human
285,80,62,1693,Human
286,174,175,249,Human
287,174,217,661,Human
288,140,138,300,Human
289,227,218,414,Human
290,44,68,228,Human
291,135,219,1129,Human
292,196,220,229,Human
293,228,216,277,Human
294,229,221,1479,Human
295,77,72,1438,Human
