id,origin,destination,start_time,kind
0,0,0,281,Human
1,1,1,418,Human
2,2,2,737,Human
3,3,3,1337,Human
4,4,4,476,Human
5,5,5,1552,Human
6,6,6,588,Human
7,7,7,649,Human
8,8,8,1118,Human
9,9,9,319,Human
10,10,10,1089,Human
11,11,3,1666,Human
12,12,11,215,Human
13,13,12,219,Human
14,14,13,786,Human
15,15,14,1215,Human
16,16,15,1238,Human
17,17,16,563,Human
18,18,17,1581,Human
19,19,18,299,Human
20,20,19,516,Human
21,21,20,142,Human
22,16,21,116,Human
23,6,22,1726,Human
24,22,23,156,Human
25,23,24,756,Human
26,24,19,865,Human
27,25,13,372,Human
28,26,13,1228,Human
29,27,25,945,Human
30,14,26,1351,Human
31,28,13,398,Human
32,29,27,20,Human
33,30,28,380,Human
34,31,29,921,Human
35,32,30,816,Human
36,33,31,1409,Human
37,34,32,1398,Human
38,35,33,315,Human
39,34,34,399,Human
40,31,35,1694,Human
41,36,16,447,Human
42,37,36,1302,Human
43,38,24,1049,Human
44,39,37,78,Human
45,40,38,1172,Human
46,41,15,324,Human
47,42,7,411,Human
48,9,39,1311,Human
49,43,18,281,Human
50,34,18,1421,Human
51,44,40,32,Human
52,45,15,1127,Human
53,11,41,1412,Human
54,46,7,1054,Human
55,47,28,1060,Human
56,2,42,755,Human
57,34,43,843,Human
58,25,17,1051,Human
59,48,44,777,Human
60,29,45,438,Human
61,49,46,629,Human
62,50,47,1106,Human
63,51,48,1624,Human
64,24,49,626,Human
65,52,50,198,Human
66,53,51,242,Human
67,54,52,623,Human
68,55,38,1200,Human
69,56,37,1741,Human
70,57,53,15,Human
71,58,54,1051,Human
72,59,55,493,Human
73,60,56,938,Human
74,61,57,1698,Human
75,31,58,417,Human
76,19,50,414,Human
77,60,59,0,Human
78,0,60,409,Human
79,62,61,834,Human
80,9,62,1670,Human
81,63,16,623,Human
82,64,58,181,Human
83,31,34,19,Human
84,65,7,1123,Human
85,66,63,1748,Human
86,67,64,402,Human
87,68,65,485,Human
88,22,66,1697,Human
89,69,12,1541,Human
90,70,7,1194,Human
91,71,15,1030,Human
92,72,67,1218,Human
93,73,18,1344,Human
94,74,12,803,Human
95,68,68,1777,Human
96,75,69,306,Human
97,18,70,739,Human
98,76,71,842,Human
99,77,9,627,Human
100,78,72,1582,Human
101,66,73,524,Human
102,79,40,1441,Human
103,80,74,1475,Human
104,81,40,102,Human
105,82,75,1710,Human
106,83,74,1795,Human
107,84,76,328,Human
108,85,77,678,Human
109,86,67,481,Human
110,87,78,182,Human
111,88,31,739,Human
112,31,13,77,Human
113,89,79,170,Human
114,90,80,1026,Human
115,91,63,1560,Human
116,92,63,846,Human
117,93,63,609,Human
118,47,81,732,Human
119,94,10,559,Human
120,95,11,1702,Human
121,96,79,2,Human
122,97,30,389,Human
123,98,82,209,Human
124,27,58,809,Human
125,99,13,1394,Human
126,30,83,518,Human
127,100,84,934,Human
128,101,13,658,Human
129,102,5,542,Human
130,21,85,677,Human
131,30,86,222,Human
132,103,13,585,Human
133,32,13,612,Human
134,21,87,1512,Human
135,104,88,172,Human
136,105,89,81,Human
137,106,30,117,Human
138,80,75,1329,Human
139,107,32,961,Human
140,108,90,792,Human
141,109,42,36,Human
142,52,91,936,Human
143,107,78,165,Human
144,110,92,1401,Human
145,111,93,976,Human
146,112,79,525,Human
147,113,94,247,Human
148,110,34,1603,Human
149,114,50,435,Human
150,115,60,151,Human
151,105,95,12,Human
152,46,96,853,Human
153,52,32,880,Human
154,116,36,1794,Human
155,52,7,207,Human
156,117,14,862,Human
157,118,97,911,Human
158,119,98,1395,Human
159,120,42,1074,Human
160,22,7,1037,Human
161,121,99,341,Human
162,34,15,742,Human
163,7,7,1329,Human
164,122,30,646,Human
165,123,15,1777,Human
166,124,75,455,Human
167,68,48,650,Human
168,107,92,1764,Human
169,125,42,1144,Human
170,117,100,1570,Human
171,126,100,698,Human
172,68,15,636,Human
173,127,101,1568,Human
174,128,102,390,Human
175,57,24,1194,Human
176,129,103,503,Human
177,130,104,1496,Human
178,131,93,1549,Human
179,132,15,916,Human
180,17,34,226,Human
181,39,105,482,Human
182,133,106,235,Human
183,116,30,1431,Human
184,134,107,163,Human
185,6,105,1478,Human
186,106,104,1760,Human
