id,origin,destination,start_time,kind
0,0,0,1369,Human
1,1,1,720,Human
2,2,2,799,Human
3,3,3,535,Human
4,4,4,1493,Human
5,5,5,1689,Human
6,6,6,1134,Human
7,7,7,1516,Human
8,8,8,1207,Human
9,9,9,788,Human
10,10,10,865,Human
11,11,11,172,Human
12,12,12,772,Human
13,13,4,1577,Human
14,14,13,987,Human
15,15,14,331,Human
16,15,15,852,Human
17,16,16,1533,Human
18,17,17,1023,Human
19,18,18,1448,Human
20,19,19,1216,Human
21,20,20,1714,Human
22,21,21,1192,Human
23,22,22,22,Human
24,23,23,1302,Human
25,24,24,406,Human
26,25,25,1485,Human
27,26,26,1186,Human
28,27,23,24,Human
29,28,27,941,Human
30,29,28,667,Human
31,30,23,917,Human
32,31,21,1542,Human
33,32,29,1012,Human
34,33,30,728,Human
35,34,25,1210,Human
36,35,31,1524,Human
37,2,32,1417,Human
38,16,33,453,Human
39,36,34,120,Human
40,37,23,1369,Human
41,14,35,1490,Human
42,38,15,1646,Human
43,39,36,1471,Human
44,40,17,1208,Human
45,41,4,1090,Human
46,42,37,1348,Human
47,43,38,1248,Human
48,44,39,363,Human
49,45,40,1271,Human
50,46,41,1767,Human
51,47,25,1280,Human
52,48,42,1624,Human
53,49,43,238,Human
54,50,44,1257,Human
55,51,45,172,Human
56,52,46,1072,Human
57,31,15,528,Human
58,10,47,918,Human
59,53,48,929,Human
60,48,37,323,Human
61,54,15,1786,Human
62,55,21,1561,Human
63,56,49,1731,Human
64,57,50,377,Human
65,58,51,1280,Human
66,16,52,421,Human
67,59,42,665,Human
68,60,30,1478,Human
69,61,53,818,Human
70,62,54,144,Human
71,48,55,301,Human
72,63,56,1501,Human
73,64,21,413,Human
74,65,30,500,Human
75,66,42,4,Human
76,67,57,716,Human
77,68,58,1376,Human
78,69,30,1566,Human
79,59,30,766,Human
80,70,30,1101,Human
81,44,59,316,Human
82,71,60,916,Human
83,72,47,789,Human
84,73,61,1095,Human
85,74,62,183,Human
86,75,63,535,Human
87,76,64,1063,Human
88,77,65,23,Human
89,78,66,983,Human
90,79,67,1583,Human
91,80,1,1504,Human
92,81,53,276,Human
93,82,68,76,Human
94,81,69,110,Human
95,83,5,691,Human
96,84,70,668,Human
97,85,70,785,Human
98,33,21,1398,Human
99,86,71,738,Human
100,87,72,474,Human
101,88,8,1613,Human
102,89,71,417,Human
103,90,73,1450,Human
104,67,19,790,Human
105,91,21,1707,Human
106,92,8,1369,Human
107,93,74,1178,Human
108,94,75,1800,Human
109,95,76,1688,Human
110,12,77,278,Human
111,96,78,367,Human
112,97,21,1115,Human
113,15,79,409,Human
114,98,80,496,Human
115,99,81,1295,Human
116,100,82,1115,Human
117,101,24,47,Human
118,90,83,876,Human
119,30,84,1014,Human
120,102,81,310,Human
121,89,85,1326,Human
122,103,86,1374,Human
123,104,87,13,Human
124,105,37,1076,Human
125,106,1,475,Human
126,107,88,572,Human
127,108,21,968,Human
128,109,89,1280,Human
129,110,75,1443,Human
130,110,25,111,Human
131,111,90,1011,Human
132,111,91,1774,Human
133,111,75,1167,Human
134,48,59,1725,Human
135,30,25,911,Human
136,90,92,441,Human
137,112,93,378,Human
138,113,25,1281,Human
139,65,94,423,Human
140,114,89,1438,Human
141,71,95,1368,Human
142,115,96,1646,Human
143,116,97,793,Human
144,117,1,1600,Human
145,118,59,460,Human
146,119,59,743,Human
147,108,98,1561,Human
148,120,99,119,Human
149,121,100,719,Human
150,122,1,1618,Human
151,123,81,37,Human
152,124,101,421,Human
153,125,102,1381,Human
154,126,103,1406,Human
155,127,75,1382,Human
156,14,104,629,Human
157,128,21,1773,Human
158,129,21,663,Human
159,130,105,902,Human
160,131,48,591,Human
161,132,106,922,Human
162,131,107,124,Human
163,133,108,529,Human
164,134,109,616,Human
165,135,75,998,Human
166,136,32,1248,Human
